title	release_year	rating_small	user_rating_score	dataset_small	rating_big	type	dataset_big	director	score_available	dataset	tconst	titleType	primaryTitle	originalTitle	isAdult	startYear	endYear	runtimeMinutes	genres	averageRating	numVotes
Cinta 100KG	2016				TV-14	TV Show	big		False	big											
Cinta Iris	2015				TV-PG	TV Show	big		False	big											
Cinta Si Wedding Planner	2015				TV-14	TV Show	big		False	big	tt12275178	tvSeries	Cinta Si Wedding Planner	Cinta Si Wedding Planner	0.0	2015.0	2016.0	45.0	Drama,Family,Romance	8.1	22.0
Cinta Teruna Kimchi	2016				TV-PG	TV Show	big		False	big											
Cirque du Freak: The Vampire's Assistant	2009				PG-13	Movie	big	Paul Weitz	False	big	tt0450405	movie	Cirque du Freak: The Vampire's Assistant	Cirque du Freak: The Vampire's Assistant	0.0	2009.0		109.0	Action,Adventure,Fantasy	5.8	48750.0
City in the Sky	2016				TV-PG	TV Show	big		False	big	tt5820022	tvMiniSeries	City in the Sky	City in the Sky	0.0	2016.0			Documentary	7.9	259.0
City of God	2002				R	Movie	big	Fernando Meirelles, Katia Lund	False	big	tt0317248	movie	City of God	Cidade de Deus	0.0	2002.0		130.0	Crime,Drama	8.6	827445.0
City of God: 10 Years Later	2013	TV-MA		small	TV-MA	Movie	big	Cavi Borges, Luciano Vidigal	False	smallbig	tt4103686	movie	City of God: 10 Years Later	Cidade de Deus: 10 Anos Depois	0.0	2013.0		70.0	Documentary	6.4	1543.0
City of Tiny Lights	2016				TV-MA	Movie	big	Pete Travis	False	big	tt1966385	movie	City of Tiny Lights	City of Tiny Lights	0.0	2016.0		110.0	Crime,Drama,Mystery	5.6	2523.0
Clair Obscur	2016				TV-MA	Movie	big	Yesim Ustaoglu	False	big	tt4373956	movie	Clair Obscur	Tereddüt	0.0	2016.0		105.0	Drama	6.4	3028.0
Class of '61	1993				TV-PG	Movie	big	Gregory Hoblit	False	big	tt0106578	tvMovie	Class of '61	Class of '61	0.0	1993.0		95.0	Action,Drama	5.5	495.0
Classic Legends	2012				TV-PG	TV Show	big		False	big											
Clear and Present Danger	1994				PG-13	Movie	big	Phillip Noyce	False	big	tt0109444	movie	Clear and Present Danger	Clear and Present Danger	0.0	1994.0		141.0	Action,Crime,Drama	6.9	111115.0
Cleopatra Jones	1973				PG	Movie	big	Jack Starrett	False	big	tt0069890	movie	Cleopatra Jones	Cleopatra Jones	0.0	1973.0		89.0	Action,Crime,Thriller	5.9	3638.0
Cleverman	2017				TV-MA	TV Show	big		False	big											
Click	2006				PG-13	Movie	big	Frank Coraci	False	big	tt0389860	movie	Click	Click	0.0	2006.0		107.0	Comedy,Drama,Fantasy	6.4	367707.0
Click for Murder	2017				TV-14	TV Show	big		False	big	tt8349898	tvSeries	Click for Murder	Click for Murder	0.0	2017.0	2018.0		Crime	5.9	79.0
Clifford the Big Red Dog	2002	TV-Y		small					False	small											
Clifford's Puppy Days	2003	TV-Y		small					False	small	tt0377156	tvSeries	Clifford's Puppy Days	Clifford's Puppy Days	0.0	2003.0	2006.0	30.0	Animation,Comedy,Family	6.6	394.0
Clinical	2017				TV-MA	Movie	big	Alistair Legrand	False	big	tt5577742	movie	Clinical	Clinical	0.0	2017.0		104.0	Horror,Thriller	5.1	9352.0
Clive Davis: The Soundtrack of Our Lives	2017				TV-MA	Movie	big	Chris Perkel	False	big	tt6494358	movie	Clive Davis: The Soundtrack of Our Lives	Clive Davis: The Soundtrack of Our Lives	0.0	2017.0		123.0	Documentary	7.5	1265.0
Close Your Eyes Before It’s Dark	2016				TV-14	TV Show	big		False	big											
Cloudburst	2011				TV-MA	Movie	big	Thom Fitzgerald	False	big	tt1466054	movie	Cloudburst	Cloudburst	0.0	2011.0		93.0	Adventure,Comedy,Drama	7.2	2524.0
Clouds of Sils Maria	2014				R	Movie	big	Olivier Assayas	False	big	tt2452254	movie	Clouds of Sils Maria	Clouds of Sils Maria	0.0	2014.0		124.0	Drama	6.7	31786.0
Club Friday The Series 6	2015				TV-MA	TV Show	big		False	big											
Club Friday The Series 7	2016				TV-MA	TV Show	big		False	big											
Club Friday The Series 8	2017				TV-MA	TV Show	big		False	big											
Club Friday To Be Continued - Friend & Enemy	2016				TV-MA	TV Show	big		False	big											
Club Friday To Be Continued - My Beautiful Tomboy	2016				TV-MA	TV Show	big		False	big											
Club Friday To Be Continued - The Promise	2016				TV-MA	TV Show	big		False	big											
Coach Carter	2005				PG-13	Movie	big	Thomas Carter	False	big	tt0393162	movie	Coach Carter	Coach Carter	0.0	2005.0		136.0	Biography,Drama,Sport	7.3	177940.0
Cocaine	2005				TV-14	TV Show	big		False	big	tt0907286	tvSeries	Cocaine	Cocaine	0.0	2005.0	2005.0	149.0	Documentary	7.1	67.0
Cocomong	2015				TV-Y	TV Show	big		False	big											
Code Geass: Lelouch of the Rebellion	2008				TV-MA	TV Show	big		False	big											
Code Lyoko	2007				TV-Y7	TV Show	big		False	big	tt18286204	videoGame	Code Lyoko	Code Lyoko	0.0	2007.0			Action,Adventure,Fantasy	8.3	14.0
Code Name: The Cleaner	2007				PG-13	Movie	big	Les Mayfield	False	big	tt0462229	movie	Code Name: The Cleaner	Code Name: The Cleaner	0.0	2007.0		84.0	Action,Comedy,Crime	4.6	12324.0
Coffee for All	2017				TV-PG	Movie	big	Fluvio Iannuci, Roly Santos	False	big	tt6721132	movie	Coffee for All	Caffè Sospeso	0.0	2017.0		69.0	Documentary	5.6	459.0
Coffee with D	2017				TV-PG	Movie	big	Vishal Mishra	False	big	tt6334874	movie	Coffee with D	Coffee with D	0.0	2017.0		123.0	Comedy	4.4	2573.0
Coin Heist	2017				TV-14	Movie	big	Emily Hagins	False	big	tt5740806	movie	Coin Heist	Coin Heist	0.0	2017.0		97.0	Crime,Drama,Romance	4.8	3036.0
Cold Case Files	2017				TV-14	TV Show	big		False	big											
Cold Case Files Classic	1999				TV-MA	TV Show	big		False	big											
Cold Harbour	2013				TV-MA	Movie	big	Carey McKenzie	False	big	tt2396369	movie	Cold Harbour	Cold Harbour	0.0	2013.0		73.0	Action,Crime,Thriller	5.1	236.0
Cold Mountain	2003				R	Movie	big	Anthony Minghella	False	big	tt0159365	movie	Cold Mountain	Cold Mountain	0.0	2003.0		154.0	Adventure,Drama,Romance	7.2	159447.0
Colin Quinn: The New York Story	2016				TV-MA	Movie	big	Jerry Seinfeld	False	big	tt6257714	tvSpecial	Colin Quinn: The New York Story	Colin Quinn: The New York Story	0.0	2016.0		62.0	Comedy	7.0	1094.0
Colin Quinn: Unconstitutional	2015				TV-MA	Movie	big	Jay Chapman	False	big	tt4392266	tvSpecial	Colin Quinn: Unconstitutional	Colin Quinn: Unconstitutional	0.0	2015.0		55.0	Comedy	7.1	528.0
Colkatay Columbus	2016				TV-14	Movie	big	Saurav Palodhi	False	big	tt6069520	movie	Colkatay Columbus	Colkatay Columbus	0.0	2016.0		126.0	Comedy,Drama,Fantasy	3.9	179.0
Colonia	2015				R	Movie	big	Florian Gallenberger	False	big	tt4005402	movie	Colonia	Colonia	0.0	2015.0		110	Biography,Drama,History	7.0	58225.0
Color of Woman	2012				TV-PG	TV Show	big		False	big											
Colours of Passion	2008				TV-14	Movie	big	Ketan Mehta	False	big	tt1239276	movie	Colours of Passion	Rang Rasiya	0.0	2008.0		132.0	Biography,Drama,Romance	7.0	2067.0
Come Fly With Me	2010	TV-14		small					False	small											
Come and Find Me	2016				R	Movie	big	Zack Whedon	False	big	tt2597768	movie	Come and Find Me	Come and Find Me	0.0	2016.0		112.0	Action,Drama,Mystery	5.7	9988.0
Comedy Bang! Bang!	2016				TV-14	TV Show	big		False	big											
Command and Control	2017				TV-PG	Movie	big	Robert Kenner	False	big	tt6342940	tvEpisode	Command and Control	Command and Control	0.0	2017.0		91.0	Biography,Documentary,History	7.9	108.0
Company	2002				TV-MA	Movie	big	Ram Gopal Varma	False	big	tt0296574	movie	Company	Company	0.0	2002.0		142.0	Action,Crime,Drama	8.0	16576.0
Company of Heroes	2013				R	Movie	big	Don Michael Paul	False	big	tt2555426	video	Company of Heroes	Company of Heroes	0.0	2013.0		100.0	Action,War	5.0	9013.0
Concrete Football	2016				TV-MA	Movie	big	Jesse Adang, Syrine Boulanouar	False	big	tt7784920	movie	Concrete Football	Ballon sur Bitume	0.0	2016.0		51.0	Documentary,Sport	6.5	156.0
Confusion Na Wa	2013				TV-MA	Movie	big	Kenneth Gyang	False	big	tt3012648	movie	Confusion Na Wa	Confusion Na Wa	0.0	2013.0		105.0	Comedy,Crime,Drama	7.1	46.0
Congo	1995				PG-13	Movie	big	Frank Marshall	False	big	tt0112715	movie	Congo	Congo	0.0	1995.0		109.0	Action,Adventure,Mystery	5.3	49925.0
Conjuring Spirit	2014				TV-MA	Movie	big	Van M. Pham	False	big	tt4234744	movie	Conjuring Spirit	Chung Cu Ma	0.0	2014.0		115.0	Comedy,Horror	5.4	143.0
Conor McGregor: Notorious	2017				R	Movie	big	Gavin Fitzgerald	False	big	tt7518466	movie	Conor McGregor: Notorious	Conor McGregor: Notorious	0.0	2017.0		90.0	Biography,Documentary,Sport	7.1	6714.0
Consequences 	2014				TV-MA	Movie	big	Ozan Açıktan	False	big											
Cook Off	2017				TV-G	Movie	big	Tomas Brickhill	False	big	tt7981318	movie	Cook Off	Cook Off	0.0	2017.0		101.0	Comedy,Romance	6.0	416.0
Cool Hand Luke	1967				TV-14	Movie	big	Stuart Rosenberg	False	big	tt0061512	movie	Cool Hand Luke	Cool Hand Luke	0.0	1967.0		127.0	Crime,Drama	8.0	193329.0
Cool Runnings	1993	PG	81.0	small					True	small	tt0106611	movie	Cool Runnings	Cool Runnings	0.0	1993.0		98.0	Adventure,Comedy,Family	7.0	116951.0
Cooper Barrett's Guide to Surviving Life	2016	TV-14		small					False	small	tt4452688	tvSeries	Cooper Barrett's Guide to Surviving Life	Cooper Barrett's Guide to Surviving Life	0.0	2016.0	2016.0		Comedy	6.3	1659.0
Cop Car	2015				R	Movie	big	Jon Watts	False	big	tt3813310	movie	Cop Car	Cop Car	0.0	2015.0		88.0	Crime,Thriller	6.3	35849.0
Cop Watchers	2016				TV-MA	Movie	big	Ben Steele	False	big											
Cop and a Half: New Recruit	2017				PG	Movie	big	Jon Rosenbaum	False	big	tt6212210	tvMovie	Cop and a Half: New Recruit	Cop and a Half: New Recruit	0.0	2017.0		97.0	Action,Adventure,Comedy	5.3	917.0
Corpse Bride	2005	PG	91.0	small					True	small	tt0121164	movie	Corpse Bride	Corpse Bride	0.0	2005.0		77.0	Animation,Comedy,Drama	7.4	310691.0
Cosmos Laundromat: First Cycle	2015				TV-MA	Movie	big	Mathieu Auvray	False	big											
Countdown to Death: Pablo Escobar	2017				TV-MA	Movie	big	Santiago Diaz, Pablo Martin Farina	False	big											
Counterpunch	2017				TV-MA	Movie	big	Jay Bulger	False	big											
Couple of Days	2016				TV-14	Movie	big	Tolu Awobiyi	False	big	tt9741588	movie	Couple of Days	Couple of Days	0.0	2016.0		102.0	Drama	7.3	31.0
Couples Counseling	2016				TV-MA	Movie	big	Alexandre Reinecke	False	big	tt5820146	movie	Couples Counseling	O Amor no Divã	0.0	2016.0		88.0	Comedy	5.6	334.0
Court Justice	2017				TV-MA	TV Show	big		False	big											
Covered: Alive in Asia	2016				TV-G	Movie	big	Micah Bickham, Galley Molina	False	big											
Cowspiracy: The Sustainability Secret	2014				TV-PG	Movie	big	Kip Andersen, Keegan Kuhn	False	big	tt3302820	movie	Cowspiracy: The Sustainability Secret	Cowspiracy: The Sustainability Secret	0.0	2014.0		90	Documentary	8.1	26969.0
Craig Ferguson: Tickle Fight	2017				TV-MA	Movie	big	Jay Chapman	False	big	tt7193448	tvSpecial	Craig Ferguson: Tickle Fight	Craig Ferguson: Tickle Fight	0.0	2017.0		66.0	Comedy	6.6	1085.0
Crashing	2016				TV-MA	TV Show	big		False	big	tt5295524	tvSeries	Crashing	Crashing	0.0	2016.0	2016.0	30.0	Comedy	7.6	27395.0
Crazy Beautiful You	2015				TV-14	Movie	big	Mae Czarina Cruz	False	big	tt4377918	movie	Crazy Beautiful You	Crazy Beautiful You	0.0	2015.0		114.0	Comedy,Drama,Romance	6.9	993.0
Crazy Ex-Girlfriend	2017	TV-14		small					False	small											
Crazyhead	2016	TV-MA		small	TV-MA	TV Show	big		False	smallbig	tt6038584	tvMiniSeries	Crazyhead	Crazyhead	0.0	2016.0	2016.0	44.0	Comedy,Horror,Sci-Fi	7.2	5576.0
Creators	2015				TV-Y	TV Show	big		False	big	tt6950344	tvSeries	Creators	Creators	0.0	2015.0	2015.0	25.0	Animation		
Criminal Minds	2016	TV-14	98.0	small					True	small											
Crocodile Dundee in Los Angeles	2001				PG	Movie	big	Simon Wincer	False	big	tt0231402	movie	Crocodile Dundee in Los Angeles	Crocodile Dundee in Los Angeles	0.0	2001.0		95.0	Adventure,Comedy,Crime	4.8	26712.0
Crossing Lines	2015	TV-14	66.0	small					True	small	tt4218356	tvEpisode	Crossing Lines	Crossing Lines	0.0	2015.0			Drama,Mystery,Sci-Fi	6.6	290.0
Crouching Tiger, Hidden Dragon	2000				PG-13	Movie	big	Ang Lee	False	big	tt0190332	movie	Crouching Tiger, Hidden Dragon	Wo hu cang long	0.0	2000.0		120.0	Action,Adventure,Drama	7.9	286245.0
Crouching Tiger, Hidden Dragon: Sword of Destiny	2016				PG-13	Movie	big	Yuen Wo-Ping	False	big	tt2652118	movie	Crouching Tiger, Hidden Dragon: Sword of Destiny	Wo hu cang long: Qing ming bao jian	0.0	2016.0		96.0	Action,Adventure,Drama	6.1	21248.0
Croupier	1998				TV-MA	Movie	big	Mike Hodges	False	big	tt0159382	movie	Croupier	Croupier	0.0	1998.0		94.0	Crime,Drama,Thriller	7.0	24057.0
Cuba and the Cameraman	2017				TV-14	Movie	big	Jon Alpert	False	big	tt7320560	movie	Cuba and the Cameraman	Cuba and the Cameraman	0.0	2017.0		113.0	Documentary	8.2	5689.0
Cut Bank	2014				R	Movie	big	Matt Shakman	False	big	tt1661820	movie	Cut Bank	Cut Bank	0.0	2014.0		93.0	Crime,Drama,Mystery	6.1	14251.0
Cutie and the Boxer	2013				R	Movie	big	Zachary Heinzerling	False	big	tt2355540	movie	Cutie and the Boxer	Cutie and the Boxer	0.0	2013.0		82.0	Biography,Documentary	7.2	4758.0
Cyborg 009 VS Devilman	2015				TV-MA	TV Show	big		False	big											
Cyborg 009: Call of Justice	2017				TV-14	TV Show	big		False	big	tt28267549	tvEpisode	Cyborg 009: Call of Justice	Cyborg 009: Call of Justice	0.0	2017.0			Comedy		
Cézanne et moi	2016				R	Movie	big	Daniele Thompson	False	big											
D.L. Hughley: Clear	2014				TV-MA	Movie	big	Jay Chapman	False	big	tt3589494	tvSpecial	D.L. Hughley: Clear	D.L. Hughley: Clear	0.0	2014.0		60	Comedy	6.8	275.0
D2: The Mighty Ducks	1994	PG	70.0	small					True	small	tt0109520	movie	D2: The Mighty Ducks	D2: The Mighty Ducks	0.0	1994.0		106.0	Comedy,Drama,Family	6.1	44026.0
DEATH NOTE	2006				TV-14	TV Show	big		False	big											
Da Kath & Kim Code	2005				TV-PG	Movie	big	Ted Emery	False	big	tt0484275	tvMovie	Da Kath & Kim Code	Da Kath & Kim Code	0.0	2005.0		82.0	Comedy	7.2	1189.0
Daagdi Chaawl	2015				TV-14	Movie	big	Chandrakant Kanse	False	big											
Dabbe 5: Zehr-i Cin	2014				TV-MA	Movie	big	Hasan Karacadağ	False	big											
Dabbe 6: The Return	2015				TV-MA	Movie	big	Hasan Karacadağ	False	big	tt4967920	movie	Dabbe 6: The Return	Dabbe (Dab6e)	0.0	2015.0		160.0	Horror	5.5	3434.0
Dabbe: The Possession	2013				TV-MA	Movie	big	Hasan Karacadağ	False	big	tt3069758	movie	Dabbe: The Possession	Dabbe: Cin Çarpmasi	0.0	2013.0		134	Horror,Thriller	6.8	7903.0
Dad	1989				PG	Movie	big	Gary David Goldberg	False	big	tt0097142	movie	Dad	Dad	0.0	1989.0		117.0	Comedy,Drama	6.3	5406.0
Dad's Army	1977				TV-PG	TV Show	big		False	big											
Daddy Day Care	2003				PG	Movie	big	Steve Carr	False	big	tt0317303	movie	Daddy Day Care	Daddy Day Care	0.0	2003.0		92.0	Comedy,Family	5.6	75629.0
Daemonium	2015				NR	Movie	big	Pablo Parés	False	big											
Daffedar	2017				TV-14	Movie	big	Johnson Esthappan	False	big											
Dagh Ujala	2015				TV-MA	Movie	big	Raj Amit Kumar	False	big											
Damnation	2017				TV-MA	TV Show	big		False	big	tt6106704	tvSeries	Damnation	Damnation	0.0	2017.0	2018.0	60.0	Crime,Drama,Western	7.6	9164.0
Dana Carvey: Straight White Male, 60	2016				TV-MA	Movie	big	Marcus Raboy	False	big	tt6217368	tvSpecial	Dana Carvey: Straight White Male, 60	Dana Carvey: Straight White Male, 60	0.0	2016.0		64.0	Comedy	6.5	1645.0
Dance Academy	2013				TV-PG	TV Show	big		False	big											
Dance Academy: The Comeback	2017				TV-PG	Movie	big	Jeffrey Walker	False	big											
Dances with Wolves	1990				PG-13	Movie	big	Kevin Costner	False	big	tt0099348	movie	Dances with Wolves	Dances with Wolves	0.0	1990.0		181.0	Adventure,Drama,Western	8.0	298355.0
Dancing Angels	2016				TV-PG	TV Show	big		False	big											
Dancing Quietly	2016				TV-MA	Movie	big	Philipp Eichholtz	False	big	tt5287914	movie	Dancing Quietly	Luca tanzt leise	0.0	2016.0		69.0	Comedy,Drama	6.1	412.0
Dandy	2016				TV-MA	TV Show	big		False	big											
Dangal	2016				TV-PG	Movie	big	Nitesh Tiwari	False	big	tt5074352	movie	Dangal	Dangal	0.0	2016.0		161.0	Action,Biography,Drama	8.3	221634.0
Danger Mouse	2016				TV-Y7	TV Show	big		False	big											
Danger Mouse: Classic Collection	1992				TV-Y	TV Show	big		False	big											
Dangerous Roads	2012				TV-MA	TV Show	big		False	big											
Daniel Sosa: Sosafado	2017				TV-MA	Movie	big	Raúl Campos, Jan Suter	False	big	tt6502534	tvSpecial	Daniel Sosa: Sosafado	Daniel Sosa: Sosafado	0.0	2017.0		77.0	Comedy	5.6	105.0
Danny Says	2015				TV-MA	Movie	big	Brendan Toller	False	big	tt4485246	movie	Danny Says	Danny Says	0.0	2015.0		104.0	Biography,Documentary,History	6.8	852.0
Danur: I Can See Ghosts	2017				TV-MA	Movie	big	Awi Suryadi	False	big											
Dark Chocolate (Bengali Version)	2016				TV-MA	Movie	big	Agnidev Chatterjee	False	big											
Dark Crimes	2016				R	Movie	big	Alexandros Avranas	False	big	tt1901024	movie	Dark Crimes	Dark Crimes	0.0	2016.0		92.0	Crime,Drama,Mystery	4.6	20654.0
Dark Matter	2017				TV-14	TV Show	big		False	big	tt32800939	video	Dark Matter	Dark Matter	1.0	2017.0		100	Adult		
Dark Waters	1956				TV-14	Movie	big	Youssef Chahine	False	big	tt0049761	movie	Dark Waters	Siraa Fil-Mina	0.0	1956.0		120.0	Drama,Romance,Thriller	6.7	832.0
Darna Mana Hai	2003				TV-MA	Movie	big	Prawal Raman	False	big	tt0349333	movie	Darna Mana Hai	Darna Mana Hai	0.0	2003.0		121.0	Horror	6.3	4070.0
Darr Sabko Lagta Hai	2015				TV-MA	TV Show	big		False	big	tt5680206	tvSeries	Darr Sabko Lagta Hai	Darr Sabko Lagta Hai	0.0	2015.0	2016.0		Horror	5.8	75.0
Darra	2016				TV-14	Movie	big	Parveen Kumar	False	big	tt5926848	movie	Darra	Darra	0.0	2016.0		122.0	Drama	5.3	48.0
Daughters of Destiny	2017				TV-14	TV Show	big	Vanessa Roth	False	big	tt1877895	tvMiniSeries	Daughters of Destiny	Daughters of Destiny	0.0	2017.0		60.0	Documentary	8.6	1038.0
Daughters of the Dust	1991				NR	Movie	big	Julie Dash	False	big	tt0104057	movie	Daughters of the Dust	Daughters of the Dust	0.0	1991.0		113.0	Drama,History,Romance	6.6	3501.0
Dave Chappelle	2017	TV-MA	94.0	small	TV-MA	TV Show	big	Stan Lathan	True	smallbig	tt6963504	tvSeries	Dave Chappelle	Dave Chappelle	0.0	2017.0	2017.0	66.0	Comedy,Documentary	8.6	3153.0
Dave Chappelle: Equanimity & The Bird Revelation	2017				TV-MA	TV Show	big	Stan Lathan	False	big											
David Cross: Making America Great Again!	2016				TV-MA	Movie	big	Alex Coletti	False	big											
Dawai Asmara	2016				TV-14	TV Show	big		False	big											
Dawn of the Croods	2017	TV-Y7	72.0	small	TV-Y7	TV Show	big		True	smallbig											
Dawson's Creek	2002				TV-14	TV Show	big		False	big											
Day and Night	2017				TV-MA	TV Show	big		False	big	tt7341934	tvSeries	Day and Night	Bai ye zhui xiong	0.0	2017.0		45.0	Crime,Drama,Mystery	8.1	1088.0
Days We Stared at the Sun	2017				TV-MA	TV Show	big		False	big											
Dayveon	2017				TV-MA	Movie	big	Amman Abbasi	False	big	tt6266218	movie	Dayveon	Dayveon	0.0	2017.0		75.0	Crime,Drama	6.2	571.0
De Palma	2015				R	Movie	big	Noah Baumbach, Jake Paltrow	False	big	tt1683048	movie	De Palma	De Palma	0.0	2015.0		110.0	Biography,Documentary	7.4	6414.0
DeRay Davis: How to Act Black	2017				TV-MA	Movie	big	Marcus Raboy	False	big	tt7288084	tvSpecial	DeRay Davis: How to Act Black	DeRay Davis: How to Act Black	0.0	2017.0		66.0	Comedy	6.2	494.0
Dead Again in Tombstone	2017				R	Movie	big	Roel Reiné	False	big	tt5794440	video	Dead Again in Tombstone	Dead Again in Tombstone	0.0	2017.0		100.0	Action,Fantasy,Horror	4.4	1493.0
Dead Set	2008				TV-MA	TV Show	big		False	big	tt1285482	tvMiniSeries	Dead Set	Dead Set	0.0	2008.0	2008.0	28.0	Drama,Horror,Reality-TV	7.6	21371.0
Deadline: Sirf 24 Ghante	2006				TV-14	Movie	big	Tanveer Khan	False	big	tt0946999	movie	Deadline: Sirf 24 Ghante	Deadline: Sirf 24 Ghante	0.0	2006.0		102.0	Crime,Thriller	6.3	693.0
Deadly Sins	2002				TV-MA	TV Show	big		False	big											
Dean	2016				PG-13	Movie	big	Demetri Martin	False	big	tt3914332	movie	Dean	(Dean)	0.0	2016.0		94.0	Comedy,Drama,Romance	6.3	2726.0
Dear Dracula	2012				TV-Y7-FV	Movie	big	Chad Van De Keere	False	big	tt2428378	video	Dear Dracula	Dear Dracula	0.0	2012.0		42.0	Adventure,Animation,Family	5.2	373.0
Dear My Friends	2016				TV-MA	TV Show	big		False	big											
Dear Santa	2011				TV-PG	Movie	big	Jason Priestley	False	big	tt1893218	tvMovie	Dear Santa	Dear Santa	0.0	2011.0		90.0	Drama	6.4	3221.0
Dear Zindagi	2016				TV-14	Movie	big	Gauri Shinde	False	big	tt5946128	movie	Dear Zindagi	Dear Zindagi	0.0	2016.0		151.0	Drama,Romance	7.4	44828.0
Death House	2017				R	Movie	big	Harrison Smith	False	big	tt2984576	movie	Death House	Death House	0.0	2017.0		95.0	Action,Crime,Horror	3.0	1777.0
Death Race: Beyond Anarchy	2017				R	Movie	big	Don Michael Paul	False	big											
Death in Paradise	2016	TV-14	77.0	small					True	small											
Deathgrip	2017				TV-MA	Movie	big	Clay Porter	False	big	tt7046112	movie	Deathgrip	Deathgrip	0.0	2017.0		53.0	Documentary,Sport	6.4	176.0
Dedemin Fisi	2016				TV-14	Movie	big	Meltem Bozoflu	False	big	tt5191238	movie	Dedemin Fisi	Dedemin Fisi	0.0	2016.0		100.0	Comedy,Family	5.6	4135.0
Dedh Ishqiya	2014				TV-14	Movie	big	Abhishek Chaubey	False	big	tt2675978	movie	Dedh Ishqiya	Dedh Ishqiya	0.0	2014.0		152.0	Comedy,Drama,Romance	7.0	7595.0
Deep Blue Sea	1999				R	Movie	big	Renny Harlin	False	big	tt0149261	movie	Deep Blue Sea	Deep Blue Sea	0.0	1999.0		105.0	Action,Adventure,Sci-Fi	5.9	146342.0
Deep Undercover Collection	2017				TV-MA	TV Show	big		False	big											
Deep Water	2016				TV-MA	TV Show	big		False	big	tt6001964	tvMiniSeries	Deep Water	Deep Water	0.0	2016.0	2016.0	55.0	Crime,Drama,Mystery	6.8	3964.0
